"Food_Code","Food_Abbrev_Desc","Food_Desc"
63139010.00,"PERSIMMONS, RAW","Persimmon, raw"
63141010.00,"PINEAPPLE, RAW","Pineapple, raw"
63141110.00,"PINEAPPLE, CANNED, NS AS TO ADDED SWEETENER","Pineapple, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63141120.00,"PINEAPPLE, COOKED OR CANNED, UNSWEETENED, WATERPACK","Pineapple, cooked or canned, unsweetened, waterpack"
63141130.00,"PINEAPPLE, COOKED OR CANNED, IN HEAVY SYRUP","Pineapple, cooked or canned, in heavy syrup"
63141140.00,"PINEAPPLE, COOKED OR CANNED, IN LIGHT SYRUP","Pineapple, cooked or canned, in light syrup"
63141150.00,"PINEAPPLE, COOKED OR CANNED, DRAINED SOLIDS","Pineapple, cooked or canned, drained solids"
63141170.00,"PINEAPPLE, COOKED OR CANNED, JUICE PACK","Pineapple, cooked or canned, juice pack"
63143010.00,"PLUM, RAW","Plum, raw"
63143110.00,"PLUM, COOKED OR CANNED, NS AS TO ADDED SWEETENER","Plum, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63143130.00,"PLUM, COOKED OR CANNED, IN HEAVY SYRUP","Plum, cooked or canned, in heavy syrup"
63143140.00,"PLUM, COOKED OR CANNED, IN LIGHT SYRUP","Plum, cooked or canned, in light syrup"
63143150.00,"PLUM, COOKED OR CANNED, DRAINED SOLIDS","Plum, cooked or canned, drained solids"
63143170.00,"PLUM, COOKED OR CANNED, JUICE PACK","Plum, cooked or canned, juice pack"
63143650.00,"PLUM, PICKLED","Plum, pickled"
63145010.00,"POMEGRANATE, RAW","Pomegranate, raw"
63146010.00,"QUINCE, RAW","Quince, raw"
63147010.00,"RHUBARB, RAW","Rhubarb, raw"
63147110.00,"RHUBARB, COOKED OR CANNED, NS ADDED SWEETNER","Rhubarb, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63147130.00,"RHUBARB, COOKED OR CANNED, IN HEAVY SYRUP","Rhubarb, cooked or canned, in heavy syrup"
63147140.00,"RHUBARB, COOKED OR CANNED, IN LIGHT SYRUP","Rhubarb, cooked or canned, in light syrup"
63147600.00,"RHUBARB, FROZEN, NS AS TO ADDED SWEETENER","Rhubarb, frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63147620.00,"RHUBARB, FROZEN, W/ SUGAR","Rhubarb, frozen, with sugar"
63148010.00,"SUGAR APPLE, SWEETSOP (ANON), RAW","Sugar apple, sweetsop (anon), raw"
63148750.00,"TAMARIND, RAW","Tamarind, raw"
63149010.00,"WATERMELON, RAW","Watermelon, raw"
63149020.00,"WATERMELON, PICKLED","Watermelon, pickled"
63200100.00,"BERRIES, RAW, NFS","Berries, raw, NFS"
63200200.00,"BERRIES, FROZEN, NFS","Berries, frozen, NFS"
63201010.00,"BLACKBERRIES, RAW","Blackberries, raw"
63201110.00,"BLACKBERRIES, COOKED OR CANNED, NS ADDED SWEETNER","Blackberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63201130.00,"BLACKBERRIES, COOKED OR CANNED, IN HEAVY SYRUP","Blackberries, cooked or canned, in heavy syrup"
63201600.00,"BLACKBERRIES, FROZEN","Blackberries, frozen"
63201800.00,"BLACKBERRIES, FROZEN, SWEETENED, NFS","Blackberries, frozen, sweetened, NS as to type of sweetener"
63203010.00,"BLUEBERRIES, RAW","Blueberries, raw"
63203110.00,"BLUEBERRIES, COOKED OR CANNED, NS AS TO SWEETENER","Blueberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63203120.00,"BLUEBERRIES, COOKED OR CANNED, UNSWEET, WATER PACK","Blueberries, cooked or canned, unsweetened, water pack"
63203130.00,"BLUEBERRIES, COOKED OR CANNED, IN HEAVY SYRUP","Blueberries, cooked or canned, in heavy syrup"
63203550.00,"BLUEBERRIES, FROZEN, SWEETENED","Blueberries, frozen, sweetened"
63203570.00,"BLUEBERRIES, FROZEN, NS SWEETENED OR UNSWEETENED","Blueberries, frozen, NS as to sweetened or unsweetened"
63203600.00,"BLUEBERRIES, FROZEN, UNSWEETENED","Blueberries, frozen, unsweetened"
63203700.00,"BLUEBERRY PIE FILLING","Blueberry pie filling"
63205010.00,"BOYSENBERRIES, RAW","Boysenberries, raw"
63205110.00,"BOYSENBERRIES, COOKED OR CANNED","Boysenberries, cooked or canned"
63205600.00,"BOYSENBERRIES, FROZEN","Boysenberries, frozen"
63207000.00,"CRANBERRIES, NS AS TO RAW, COOKED OR CANNED","Cranberries, NS as to raw, cooked, or canned"
63207010.00,"CRANBERRIES, RAW","Cranberries, raw"
63207110.00,"CRANBERRIES, COOKED OR CANNED (INCL CRANBERRY SCE)","Cranberries, cooked or canned"
63214000.00,"HUCKLEBERRIES, RAW","Huckleberries, raw"
63217010.00,"MULBERRIES, RAW","Mulberries, raw"
63219000.00,"RASPBERRIES, RAW, NS AS TO COLOR","Raspberries, raw, NS as to color"
63219020.00,"RASPBERRIES, RED, RAW","Raspberries, red, raw"
63219110.00,"RASPBERRIES, COOKED OR CANNED, NS ADDED SWEETENER","Raspberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63219120.00,"RASPBERRIES, CKD OR CND, UNSWEETENED, WATER PACK","Raspberries, cooked or canned, unsweetened, water pack"
63219600.00,"RASPBERRIES, FROZEN, NS AS TO ADDED SWEETNER","Raspberries, frozen, NS as to added sweetener"
63219610.00,"RASPBERRIES, FROZEN, UNSWEETENED","Raspberries, frozen, unsweetened"
63219620.00,"RASPBERRIES, FROZEN, W/ SUGAR","Raspberries, frozen, with sugar"
63223020.00,"STRAWBERRIES, RAW","Strawberries, raw"
63223030.00,"STRAWBERRIES, RAW, W/ SUGAR","Strawberries, raw, with sugar"
63223110.00,"STRAWBERRIES, COOKED OR CANNED, NS ADDED SWEETNER","Strawberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63223120.00,"STRAWBERRIES, CKD OR CND, UNSWEETENED, WATER PACK","Strawberries, cooked or canned, unsweetened, water pack"
63223130.00,"STRAWBERRIES, COOKED OR CANNED, IN SYRUP","Strawberries, cooked or canned, in syrup"
63223600.00,"STRAWBERRIES, FROZEN, NS AS TO ADDED SWEETNER","Strawberries, frozen, NS as to added sweetener"
63223610.00,"STRAWBERRIES, FROZEN, UNSWEETENED","Strawberries, frozen, unsweetened"
63223620.00,"STRAWBERRIES, FROZEN, W/ SUGAR","Strawberries, frozen, with sugar"
63301010.00,"AMBROSIA","Ambrosia"
63307010.00,"CRANBERRY-ORANGE RELISH, UNCOOKED","Cranberry-orange relish, uncooked"
63307100.00,"CRANBERRY-RASPBERRY SAUCE","Cranberry-raspberry Sauce"
63311000.00,"FRUIT SALAD, FRESH OR RAW, (EXCL CITRUS), NO DRSG","Fruit salad, fresh or raw, (excluding citrus fruits), no dressing"
63311050.00,"FRUIT SALAD, FRESH OR RAW, (INCL CITRUS), NO DRSG","Fruit salad, fresh or raw, (including citrus fruits), no dressing"
63311080.00,"FRUIT COCKTAIL OR MIX, FROZEN","Fruit cocktail or mix, frozen"
63311110.00,"FRUIT COCKTAIL, COOKED OR CANNED, NS ADDED SWEETNER","Fruit cocktail, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
63311120.00,"FRUIT COCKTAIL, CKD OR CND, UNSWEET, WATER PACK","Fruit cocktail, cooked or canned, unsweetened, water pack"
63311130.00,"FRUIT COCKTAIL, COOKED OR CANNED, IN HEAVY SYRUP","Fruit cocktail, cooked or canned, in heavy syrup"
63311140.00,"FRUIT COCKTAIL, COOKED OR CANNED, IN LIGHT SYRUP","Fruit cocktail, cooked or canned, in light syrup"
63311150.00,"FRUIT COCKTAIL, COOKED OR CANNED, DRAINED SOLIDS","Fruit cocktail, cooked or canned, drained solids"
63311170.00,"FRUIT COCKTAIL, COOKED OR CANNED, JUICE PACK","Fruit cocktail, cooked or canned, juice pack"
63320100.00,"FRUIT SALAD, P.R. STYLE (ENSALADA DE FRUTA)","Fruit salad, Puerto Rican style (Mixture includes bananas, papayas, oranges, etc.) (Ensalada de frutas tropicales)"
63401010.00,"APPLE SALAD W/ DRESSING (INCLUDE WALDORF SALAD)","Apple salad with dressing"
63401015.00,"APPLE AND GRAPE SALAD W/ YOGURT & WALNUTS","Apple and grape salad with yogurt and walnuts"
63401020.00,"APPLE & CABBAGE SALAD W/ DRESSING","Apple and cabbage salad with dressing"
63401030.00,"APPLE & FRUIT SALAD W/ DRESSING","Apple and fruit salad with dressing"
63401060.00,"APPLE, CANDIED (INCLUDE CARAMEL APPLES)","Apple, candied"
63401070.00,"FRUIT, CHOCOLATE COVERED","Fruit, chocolate covered"
63401990.00,"BANANA, CHOCOLATE-COVERED, W/ NUTS","Banana, chocolate-covered with nuts"
63402010.00,"BANANA WHIP","Banana whip"
63402950.00,"FRUIT SALAD (NO CITRUS) W/ SALAD DRESSING","Fruit salad (excluding citrus fruits) with salad dressing or mayonnaise"
63402960.00,"FRUIT SALAD (NO CITRUS) W/ CREAM","Fruit salad (excluding citrus fruits) with cream"
63402970.00,"FRUIT SALAD (NO CITRUS) W/ CREAM SUBSTITUTE","Fruit salad (excluding citrus fruits) with cream substitute"
63402980.00,"FRUIT SALAD (NO CITRUS) W/ MARSHMALLOWS","Fruit salad (excluding citrus fruits) with marshmallows"
63402990.00,"FRUIT SALAD (W/ CITRUS) W/ PUDDING","Fruit salad (including citrus fruits) with pudding"
63403000.00,"FRUIT SALAD (NO CITRUS FRUITS) W/ PUDDING","Fruit salad (excluding citrus fruits) with pudding"
63403010.00,"FRUIT SALAD (INCL CITRUS FRUITS) W/ SALAD DRESSING","Fruit salad (including citrus fruits) with salad dressing or mayonnaise"
63403020.00,"FRUIT SALAD (INCL CITRUS FRUITS) W/ CREAM","Fruit salad (including citrus fruit) with cream"
63403030.00,"FRUIT SALAD W/ CREAM SUBSTITUTE","Fruit salad (including citrus fruits) with cream substitute"
63403040.00,"FRUIT SALAD W/ MARSHMALLOWS","Fruit salad (including citrus fruits) with marshmallows"
63403100.00,"FRUIT DESSERT W/ CREAM & OR PUDDING & NUTS","Fruit dessert with cream and/or pudding and nuts"
63408010.00,"GUACAMOLE W/ TOMATOES","Guacamole with tomatoes"
63408200.00,"GUACAMOLE W/ TOMATOES & CHILI PEPPERS","Guacamole with tomatoes and chili peppers"
63409010.00,"GUACAMOLE, NFS","Guacamole, NFS"
63409020.00,"CHUTNEY","Chutney"
63411010.00,"CRANBERRY SALAD, CONGEALED","Cranberry salad, congealed"
63412010.00,"PEAR SALAD W/ DRESSING","Pear salad with dressing"
63413010.00,"PINEAPPLE SALAD W/ DRESSING","Pineapple salad with dressing"
63413020.00,"PINEAPPLE SALAD W/ CREAM CHEESE","Pineapple salad with cream cheese"
63415100.00,"SOUP, FRUIT","Soup, fruit"
63420100.00,"FRUIT JUICE BAR, FROZEN, ORANGE FLAVOR","Fruit juice bar, frozen, orange flavor"
63420110.00,"FRUIT JUICE BAR, FROZEN, FLAVOR OTHER THAN ORANGE","Fruit juice bar, frozen, flavor other than orange"
63420200.00,"FRUIT JUICE BAR, FROZ, LOW CAL SWEETNER, NOT ORANGE","Fruit juice bar, frozen, sweetened with low calorie sweetener, flavors other than orange"
63430100.00,"SORBET, FRUIT, NONCITRUS FLAVOR","Sorbet, fruit, noncitrus flavor"
63430110.00,"SORBET, FRUIT, CITRUS FLAVOR","Sorbet, fruit, citrus flavor"
63430500.00,"FRUIT JUICE BAR W/ CREAM, FROZEN","Fruit juice bar with cream, frozen"
64100100.00,"FRUIT JUICE, NFS","Fruit juice, NFS"
64100110.00,"FRUIT JUICE BLEND, 100% JUICE","Fruit juice blend, 100% juice"
64100200.00,"FRUIT JUICE BLEND, WITH CRANBERRY, 100% JUICE","Fruit juice blend, with cranberry, 100% juice"
64101010.00,"APPLE CIDER (INCLUDE CIDER, NFS)","Apple cider"
64104010.00,"APPLE JUICE","Apple juice"
64104050.00,"APPLE JUICE, W/ ADDED VITAMIN C","Apple juice, with added vitamin C"
64104090.00,"APPLE JUICE WITH ADDED VITAMIN C AND CALCIUM","Apple juice with added vitamin C and calcium"
64104150.00,"APPLE-CHERRY JUICE","Apple-cherry juice"
64104200.00,"APPLE-PEAR JUICE","Apple-pear juice"
64104450.00,"APPLE-RASPBERRY JUICE","Apple-raspberry juice"
64104500.00,"APPLE-GRAPE JUICE","Apple-grape juice"
64104550.00,"APPLE-GRAPE-RASPBERRY JUICE","Apple-grape-raspberry juice"
64104600.00,"BLACKBERRY JUICE (INCL BOYSENBERRY JUICE)","Blackberry juice"
64105400.00,"CRANBERRY JUICE, 100%, NOT A BLEND","Cranberry juice, 100%, not a blend"
64105500.00,"CRANBERRY-WHITE GRAPE JUICE MIXTURE, UNSWEETENED","Cranberry-white grape juice mixture, unsweetened"
64116010.00,"GRAPE JUICE, NFS","Grape juice, NFS"
64116020.00,"GRAPE JUICE","Grape juice"
64116030.00,"GRAPE JUICE, W/ SUGAR","Grape juice, with sugar"
64116040.00,"GRAPE JUICE, LOW CALORIE SWEETENER","Grape juice, low-calorie sweetener"
64116050.00,"GRAPE JUICE, NS AS TO SWEETENED, W/ ADDED VITAMIN C","Grape juice, NS as to sweetened or unsweetened, with added vitamin C"
64116100.00,"GRAPE JUICE, UNSWEETENED, W/ ADDED VITAMIN C","Grape juice, unsweetened, with added vitamin C"
64116150.00,"GRAPE JUICE, W/ SUGAR, W/ ADDED VITAMIN C","Grape juice, with sugar, with added vitamin C"
64120010.00,"PAPAYA JUICE","Papaya juice"
64121000.00,"PASSION FRUIT JUICE","Passion fruit juice"
64122030.00,"PEACH JUICE, W/ SUGAR","Peach juice, with sugar"
64123000.00,"PEAR-WHITE-GRAPE-PASSION FRUIT JUICE,W/ADDED VIT C","Pear-white grape-passion fruit juice, with added vitamin C"
64124010.00,"PINEAPPLE JUICE, NS AS TO SWEETENED","Pineapple juice, NS as to sweetened or unsweetened"
64124020.00,"PINEAPPLE JUICE","Pineapple juice"
64124030.00,"PINEAPPLE JUICE, W/ SUGAR","Pineapple juice, with sugar"
64124060.00,"PINEAPPLE JUICE, UNSWEETENED, W/ VIT C","Pineapple juice, unsweetened, with added Vitamin C"
64124200.00,"PINEAPPLE-APPLE-GUAVA JUICE, W/ ADDED VITAMIN C","Pineapple-apple-guava juice, with added vitamin C"
64125000.00,"PINEAPPLE JUICE-NON-CITRUS JUICE BLEND, UNSWEETENED","Pineapple juice-non-citrus juice blend, unsweetened, with added vitamin C"
64126000.00,"POMEGRANATE JUICE","Pomegranate juice"
64132010.00,"PRUNE JUICE","Prune juice"
64132020.00,"PRUNE JUICE, UNSWEETENED","Prune juice, unsweetened"
64132030.00,"PRUNE JUICE, W/ SUGAR","Prune juice, with sugar"
64132500.00,"STRAWBERRY JUICE","Strawberry juice"
64133100.00,"WATERMELON JUICE","Watermelon juice"
64134000.00,"FRUIT SMOOTHIE DRINK, W/ FRUIT OR JUICE ONLY (NO DAIRY)","Fruit smoothie drink, made with fruit or fruit juice only (no dairy products)"
64200100.00,"FRUIT NECTAR, NFS","Fruit nectar, NFS"
64201010.00,"APRICOT NECTAR","Apricot nectar"
64201500.00,"BANANA NECTAR","Banana nectar"
64202010.00,"CANTALOUPE NECTAR","Cantaloupe nectar"
64203020.00,"GUAVA NECTAR","Guava nectar"
64204010.00,"MANGO NECTAR","Mango nectar"
64205010.00,"PEACH NECTAR","Peach nectar"
64210010.00,"PAPAYA NECTAR","Papaya nectar"
64213010.00,"PASSION FRUIT NECTAR","Passion fruit nectar"
64215010.00,"PEAR NECTAR","Pear nectar"
64221010.00,"SOURSOP (GUANABANA) NECTAR","Soursop (Guanabana) nectar"
64401000.00,"VINEGAR","Vinegar"
67100100.00,"FRUIT, BABY, NFS","Fruit, baby food, NFS"
67100110.00,"FRUIT BAR, WITH ADDED VITAMIN C, BABY FOOD, TODDLER","Fruit bar, with added vitamin C, baby food, toddler"
67100200.00,"TROPICAL FRUIT MEDLEY, BABY FOOD, STRAINED","Tropical fruit medley, baby food, strained"
67100300.00,"APPLES, BABY, TODDLER","Apples, baby food, toddler"
67101000.00,"APPLE-RASPBERRY, BABY, NS AS TO STRAINED OR JUNIOR","Apple-raspberry, baby food, NS as to strained or junior"
67101010.00,"APPLE-RASPBERRY, BABY, STRAINED","Apple-raspberry, baby food, strained"
67101020.00,"APPLE-RASPBERRY, BABY, JUNIOR","Apple-raspberry, baby food, junior"
67102000.00,"APPLESAUCE, BABY, NS AS TO STRAINED OR JUNIOR","Applesauce, baby food, NS as to strained or junior"
67102010.00,"APPLESAUCE, BABY, STRAINED","Applesauce, baby food, strained"
67102020.00,"APPLESAUCE, BABY, JUNIOR","Applesauce, baby food, junior"
67104000.00,"APPLESAUCE & APRICOTS, BABY, NS AS TO STR OR JR","Applesauce and apricots, baby food, NS as to strained or junior"
67104010.00,"APPLESAUCE & APRICOTS, BABY, STRAINED","Applesauce and apricots, baby food, strained"
67104020.00,"APPLESAUCE & APRICOTS, BABY, JUNIOR","Applesauce and apricots, baby food, junior"
67104030.00,"APPLESAUCE W/ BANANAS, BABY, NS STRAINED/JUNIOR","Applesauce with bananas, baby food, NS as to strained or junior"
67104040.00,"APPLESAUCE W/ BANANAS, BABY, STRAINED","Applesauce with bananas, baby food, strained"
67104060.00,"APPLESAUCE W/ BANANAS, BABY, JUNIOR","Applesauce with bananas, baby food, junior"
67104070.00,"APPLESAUCE W/ CHERRIES, BABY, STRAINED","Applesauce with cherries, baby food, strained"
67104080.00,"APPLESAUCE W/ CHERRIES, BABY, JUNIOR","Applesauce with cherries, baby food, junior"
67104090.00,"APPLESAUCE W/ CHERRIES, BABY, NS STRAINED/JUNIOR","Applesauce with cherries, baby food, NS as to strained or junior"
67105030.00,"BANANAS,BABY FOOD,STRAINED","Bananas, baby food, strained"
67106010.00,"BANANAS W/ APPLES & PEARS, BABY, STRAINED","Bananas with apples and pears, baby food, strained"
67108000.00,"PEACHES, BABY, NS AS TO STRAINED OR JUNIOR","Peaches, baby food, NS as to strained or junior"
67108010.00,"PEACHES, BABY, STRAINED","Peaches, baby food, strained"
67108020.00,"PEACHES, BABY, JUNIOR","Peaches, baby food, junior"
67108030.00,"PEACHES, BABY, TODDLER","Peaches, baby food, toddler"
67109000.00,"PEARS, BABY, NS AS TO STRAINED OR JUNIOR","Pears, baby food, NS as to strained or junior"
67109010.00,"PEARS, BABY, STRAINED","Pears, baby food, strained"
67109020.00,"PEARS, BABY, JUNIOR","Pears, baby food, junior"
67109030.00,"PEARS, BABY, TODDLER","Pears, baby food, toddler"
67110000.00,"PRUNES, BABY, STRAINED","Prunes, baby food, strained"
67113010.00,"APPLES & PEARS, BABY, STRAINED","Apples and pears, baby food, strained"
67114000.00,"PEARS & PINEAPPLE, BABY, NS AS TO STR OR JR","Pears and pineapple, baby food, NS as to strained or junior"
67114010.00,"PEARS & PINEAPPLE, BABY, STRAINED","Pears and pineapple, baby food, strained"
67114020.00,"PEARS & PINEAPPLE, BABY, JUNIOR","Pears and pineapple, baby food, junior"
67202000.00,"APPLE JUICE, BABY","Apple juice, baby food"
67202010.00,"APPLE JUICE, W/ CALCIUM, BABY","Apple juice, with added calcium, baby food"
67203000.00,"APPLE W/ OTHER FRUIT JUICE, BABY","Apple with other fruit juice, baby food"
67203200.00,"APPLE-BANANA JUICE, BABY","Apple-banana juice, baby food"
67203400.00,"APPLE-CHERRY JUICE, BABY","Apple-cherry juice, baby food"
67203450.00,"APPLE-CRANBERRY JUICE, BABY","Apple-cranberry juice, baby food"
67203500.00,"APPLE-GRAPE JUICE, BABY","Apple-grape juice, baby food"
67203510.00,"APPLE-GRAPE JUICE, BABY, W/ CALCIUM","Apple-grape juice, with added calcium, baby food"
67203600.00,"APPLE-PEACH JUICE, BABY","Apple-peach juice, baby food"
67203700.00,"APPLE-PRUNE JUICE, BABY","Apple-prune juice, baby food"
67203800.00,"GRAPE JUICE, BABY","Grape juice, baby food"
67203900.00,"MANGO-GRAPE-PEAR JUICE, BABY","Mango-grape-pear juice, baby food"
67204000.00,"MIXED FRUIT JUICE, NOT CITRUS, BABY","Mixed fruit juice, not citrus, baby food"
67204100.00,"MIXED FRUIT JUICE, NOT CITRUS, W/ CALCIUM, BABY","Mixed fruit juice, not citrus, with added calcium, baby food"
67205000.00,"ORANGE JUICE, BABY","Orange juice, baby food"
67211000.00,"ORANGE-APPLE-BANANA JUICE, BABY","Orange-apple-banana juice, baby food"
67212000.00,"PEAR JUICE, BABY FOOD","Pear juice, baby food"
67230000.00,"APPLE-SWEETPOTATO-JUICE,BABY FOOD","Apple-sweetpotato juice, baby food"
67230500.00,"ORANGE-CARROT JUICE, BABY FOOD","Orange-carrot juice, baby food"
67250050.00,"APPLE JUICE W/ LOWFAT YOGURT, BABY FOOD","Apple juice with lowfat yogurt, baby food"
67250100.00,"BANANA JUICE W/ LOWFAT YOGURT, BABY FOOD","Banana juice with lowfat yogurt, baby food"
67250150.00,"MIXED FRUIT JUICE W/ LOWFAT YOGURT, BABY FOOD","Mixed fruit juice with lowfat yogurt, baby food"
67301010.00,"APPLES & CRANBERRIES W/ TAPIOCA, BABY, STRAINED","Apples and cranberries with tapioca, baby food, strained"
67301020.00,"APPLES & CRANBERRIES, BABY, JUNIOR","Apples and cranberries, baby food, junior"
67304000.00,"PLUMS, BABY, NS AS TO STRAINED OR JUNIOR","Plums, baby food, NS as to strained or junior"
67304010.00,"PLUMS, BABY, STRAINED","Plums, baby food, strained"
67304020.00,"PLUMS, BABY, JUNIOR","Plums, baby food, junior"
67304030.00,"PLUMS, BANANAS & RICE, BABY, STRAINED","Plums, bananas, and rice, baby food strained"
67304500.00,"PRUNES W/ OATMEAL, BABY, STRAINED","Prunes with oatmeal, baby food, strained"
67305010.00,"PRUNES W/ TAPIOCA, BABY, STRAINED","Prunes with tapioca, baby food, strained"
67307000.00,"APRICOTS, BABY, NS AS TO STR OR JR","Apricots, baby food, NS as to strained or junior"
67307010.00,"APRICOTS, BABY, STRAINED","Apricots, baby food, strained"
67307020.00,"APRICOTS, BABY, JUNIOR","Apricots, baby food, junior"
67308000.00,"BANANAS, BABY, NS AS TO STR OR JR","Bananas, baby food, NS as to strained or junior"
67308010.00,"BANANAS W/ TAPIOCA, BABY, STRAINED","Bananas with tapioca, baby food, strained"
67308020.00,"BANANAS, BABY, JUNIOR","Bananas, baby food, junior"
67309000.00,"BANANAS & PINEAPPLE, BABY,NS AS TO STR/JR","Bananas and pineapple, baby food, NS as to strained or junior"
67309010.00,"BANANAS & PINEAPPLE, BABY, STRAINED","Bananas and pineapple, baby food, strained"
67309020.00,"BANANAS & PINEAPPLE, BABY, JUNIOR","Bananas and pineapple, baby food, junior"
67404000.00,"FRUIT DESSERT, BABY, NS AS TO STR OR JR","Fruit dessert, baby food, NS as to strained or junior"
67404010.00,"FRUIT DESSERT, BABY, STRAINED","Fruit dessert, baby food, strained"
67404020.00,"FRUIT DESSERT, BABY, JUNIOR","Fruit dessert, baby food, junior"
67404050.00,"FRUIT SUPREME DESSERT, BABY, ALL FLAVORS","Fruit Supreme dessert, baby food"
67404070.00,"APPLE YOGURT DESSERT, BABY, STRAINED","Apple yogurt dessert, baby food, strained"
67404110.00,"BANANA APPLE DESSERT, BABY FOOD, STRAINED","Banana apple dessert, baby food, strained"
67404200.00,"BANANA PINEAPPLE DESSERT,W/ TAPIOCA, BABY","Banana pineapple dessert, with tapioca, baby food"
67404300.00,"BLUEBERRY YOGURT DESSERT, BABY, STRAINED","Blueberry yogurt dessert, baby food, strained"
67404500.00,"MIXED FRUIT YOGURT DESSERT, BABY, STRAINED","Mixed fruit yogurt dessert, baby food, strained"
67404550.00,"CHERRY COBBLER, BABY, JUNIOR","Cherry cobbler, baby food, junior"
67405000.00,"PEACH COBBLER, BABY, NS AS TO STRAINED OR JUNIOR","Peach cobbler, baby food, NS as to strained or junior"
67405010.00,"PEACH COBBLER, BABY, STRAINED","Peach cobbler, baby food, strained"
67405020.00,"PEACH COBBLER, BABY, JUNIOR","Peach cobbler, baby food, junior"
67408010.00,"BANANA PUDDING, BABY, STRAINED","Banana pudding, baby food, strained"
67408500.00,"BANANA YOGURT DESSERT, BABY, STRAINED","Banana yogurt dessert, baby food, strained"
67410000.00,"CHERRY VANILLA PUDDING, BABY","Cherry vanilla pudding, baby food, strained"
67412010.00,"DUTCH APPLE DESSERT, BABY, STRAINED","Dutch apple dessert, baby food, strained"
67412020.00,"DUTCH APPLE DESSERT, BABY, JUNIOR","Dutch apple dessert, baby food, junior"
67413700.00,"PEACH YOGURT DESSERT, BABY, STRAINED","Peach yogurt dessert, baby food, strained"
67414000.00,"PINEAPPLE DESSERT, BABY, NS AS TO STR OR JR","Pineapple dessert, baby food, NS as to strained or junior"
67414010.00,"PINEAPPLE DESSERT, BABY, STRAINED","Pineapple dessert, baby food, strained"
67414020.00,"PINEAPPLE DESSERT, BABY, JUNIOR","Pineapple dessert, baby food, junior"
67414100.00,"MANGO DESSERT,  BABY","Mango dessert, baby food"
67415010.00,"TUTTI-FRUTTI PUDDING, BABY, STRAINED","Tutti-fruitti pudding, baby food, strained"
67415020.00,"TUTTI-FRUITTI PUDDING, BABY, JUNIOR","Tutti-fruitti pudding, baby food, junior"
67430000.00,"FRUIT FLAVORED SNACK, BABY FOOD","Fruit flavored snack, baby food"
67501000.00,"APPLES & CHICKEN, BABY FOOD, STRAINED","Apples and chicken, baby food, strained"
67501100.00,"APPLES W/ HAM, BABY, STRAINED","Apples with ham, baby food, strained"
67501200.00,"APPLES & TURKEY, BABY FOOD, STRAINED","Apples and turkey, baby food, strained"
67600100.00,"APPLES & SWEETPOTATOES, BABY, STRAINED","Apples and sweetpotatoes, baby food, strained"
71000100.00,"WHITE POTATO, NFS","White potato, NFS"
71001000.00,"WHITE POTATO, RAW, W/ OR W/O PEEL","White potato, raw, with or without peel (assume peel not eaten)"
71050000.00,"WHITE POTATO, DRY, POWDERED, NOT RECONSTITUTED","White potato, dry, powdered, not reconstituted"
71101000.00,"WHITE POTATO, BAKED, PEEL NOT EATEN","White potato, baked, peel not eaten"
71101100.00,"WHITE POT,BAKED,PEEL EATEN,NS TO FAT ADDED IN COOK","White potato, baked, peel eaten, NS as to fat added in cooking"
71101110.00,"WHITE POT,BAKED,PEEL EATEN,FAT NOT ADDED IN COOKING","White potato, baked, peel eaten, fat not added in cooking"
71101120.00,"WHITE POT, BAKED,PEEL EATEN, FAT ADDED IN COOKING","White potato, baked, peel eaten, fat added in cooking"
71101150.00,"WHITE POTATO SKINS, W/ ADHERING FLESH, BAKED","White potato skins, with adhering flesh, baked"
71103000.00,"WHITE POTATO, BOILED, W/O PEEL, NS AS TO FAT","White potato, boiled, without peel, NS as to fat added in cooking"
71103010.00,"WHITE POTATO, BOILED, W/O PEEL, FAT NOT ADDED","White potato, boiled, without peel, fat not added in cooking"
71103020.00,"WHITE POTATO, BOILED, W/O PEEL, FAT ADDED","White potato, boiled, without peel, fat added in cooking"
71103100.00,"WHITE POTATO, BOILED W/ PEEL, PEEL NOT EATEN, NS AS TO FAT","White potato, boiled with peel, peel not eaten, NS as to fat added in cooking"
71103110.00,"WHITE POTATO, BOILED W/PEEL, PEEL NOT EATEN, FAT NOT ADDED","White potato, boiled with peel, peel not eaten, fat not added in cooking"
71103120.00,"WHITE POTATO, BOILED W/ PEEL, PEEL NOT EATEN, FAT ADDED","White potato, boiled with peel, peel not eaten, fat added in cooking"
71103200.00,"WHITE POTATO, CANNED, LOW SODIUM,NS AS TO ADDED FAT","White potato, boiled, without peel, canned, low sodium, NS as to fat added in cooking"
